id_do_respondente,preocupação_com_h1n1,conhecimento_sobre_h1n1,comportamento_medicamentos_antivirais,comportamento_evitamento,comportamento_uso_de_máscara_facial,comportamento_lavagem_das_mãos,comportamento_reuniões_grandes,comportamento_saída_de_casa,comportamento_toque_na_face,recomendação_médica_h1n1,recomendação_médica_sazonal,condição_médica_crônica,criança_menor_de_6_meses,trabalhador_de_saúde,seguro_de_saúde,opinião_sobre_a_efetividade_da_vacina_h1n1,opinião_sobre_o_risco_h1n1,opinião_sobre_a_doença_por_vacinação_h1n1,opinião_sobre_a_efetividade_da_vacina_sazonal,opinião_sobre_o_risco_sazonal,opinião_sobre_a_doença_por_vacinação_sazonal,adultos_no_agregado_familiar,crianças_no_agregado_familiar,vacina_h1n1,vacina_sazonal,seguro_de_saúde,indústria_de_emprego,ocupação
15446,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,4.0,2.0,4.0,5.0,4.0,4.0,1.0,0.0,0,1,,,
15447,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,4.0,5.0,5.0,1.0,0.0,0.0,0,1,1.0,,
15448,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,4.0,1.0,1.0,5.0,4.0,5.0,0.0,0.0,0,1,,,
15449,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,0.0,0.0,1,1,1.0,,
15450,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0,0,,xicduogh,qxajmpny
15451,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,0,0,1.0,,
15452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0,0,0,1.0,,
15453,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,5.0,2.0,2.0,5.0,2.0,2.0,0.0,1.0,0,0,1.0,fcxhlnwr,mxkfnird
15454,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,5.0,1.0,4.0,0.0,0.0,0,0,1.0,ldnlellj,hfxkjkmi
15455,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,4.0,2.0,4.0,1.0,0.0,0,0,1.0,xicduogh,qxajmpny
15456,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,5.0,4.0,1.0,1.0,0.0,0,0,1.0,pxcmvdjn,xgwztkwe
15457,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,4.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,0,0,,cfqqtusy,ccgxvspp
15458,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0,0,1.0,,
15459,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,mfikgejo,xgwztkwe
15460,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,5.0,4.0,2.0,5.0,4.0,1.0,1.0,0.0,0,1,,,
15461,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,0.0,0,0,1.0,cfqqtusy,mxkfnird
15462,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,0,0,,wxleyezf,emcorrxb
15463,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,5.0,5.0,2.0,5.0,4.0,2.0,1.0,3.0,0,0,,,
15464,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,0.0,0,0,0.0,,
15465,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,5.0,5.0,4.0,4.0,5.0,0.0,0.0,0,0,,,
15466,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,0,0,1.0,pxcmvdjn,xgwztkwe
15467,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,0,0,,,
15468,,0.0,0.0,,0.0,1.0,,1.0,1.0,1.0,1.0,,,,,3.0,3.0,,3.0,1.0,3.0,0.0,0.0,0,0,,,
15469,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,5.0,5.0,5.0,4.0,2.0,0.0,0,1,1.0,pxcmvdjn,mxkfnird
15470,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,5.0,4.0,4.0,5.0,2.0,2.0,1.0,1,0,1.0,,
15471,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0,0,,xicduogh,qxajmpny
15472,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,0,0,,wxleyezf,emcorrxb
15473,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,2.0,5.0,1.0,,,,1,0,,,
15474,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0,1.0,0.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,0.0,0,0,1.0,,
15475,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1,0,1.0,atmlpfrs,xqwwgdyp
15476,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0,1.0,2.0,5.0,2.0,1.0,1.0,0.0,0,1,,,
15477,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,4.0,2.0,0.0,0.0,0,0,0.0,pxcmvdjn,xgwztkwe
15478,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,4.0,5.0,5.0,4.0,0.0,0.0,0,1,1.0,,
15479,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,0.0,0.0,1,0,1.0,fcxhlnwr,haliazsg
15480,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,4.0,2.0,2.0,4.0,2.0,2.0,0.0,3.0,1,1,,,
15481,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,0,1,1.0,saaquncn,vlluhbov
15482,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,5.0,4.0,5.0,5.0,4.0,2.0,0.0,0.0,0,1,,,
15483,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,0,1,1.0,pxcmvdjn,xgwztkwe
15484,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,5.0,4.0,1.0,1.0,0.0,0,1,1.0,,
15485,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,4.0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,0,1,,pxcmvdjn,xgwztkwe
15486,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,0,1,1.0,,
15487,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,5.0,1.0,1.0,5.0,4.0,1.0,0.0,0.0,0,1,,,
15488,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,1.0,2.0,1.0,0.0,0,0,0.0,,
15489,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0,0,,atmlpfrs,uqqtjvyb
15490,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,2.0,5.0,4.0,2.0,0.0,0.0,0,0,,mfikgejo,hfxkjkmi
15491,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1,1,1.0,,
15492,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,4.0,5.0,4.0,2.0,0.0,0.0,0,1,1.0,wxleyezf,emcorrxb
15493,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0,0,,dotnnunm,xgwztkwe
15494,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,0.0,1.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,0.0,0,0,1.0,,
15495,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1,0,1.0,msuufmds,kldqjyjy
15496,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,0.0,0,0,1.0,,
15497,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,4.0,2.0,4.0,5.0,4.0,1.0,1.0,0.0,0,1,,,
15498,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0,0,,xicduogh,xtkaffoo
15499,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,0.0,0,0,1.0,,
15500,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,5.0,4.0,1.0,5.0,2.0,2.0,0,0,1.0,xicduogh,xtkaffoo
15501,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0,0,1.0,fcxhlnwr,cmhcxjea
15502,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0,0,,pxcmvdjn,xgwztkwe
15503,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,0,0,1.0,vjjrobsf,mxkfnird
15504,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,0,1,1.0,arjwrbjb,xtkaffoo
15505,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0,0,,wxleyezf,xtkaffoo
15506,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,0,0,,arjwrbjb,hodpvpew
15507,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,0,1,1.0,,
15508,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,1,0,1.0,cfqqtusy,xgwztkwe
15509,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,,5.0,4.0,4.0,5.0,4.0,4.0,3.0,0.0,0,0,,,
15510,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,2.0,5.0,2.0,4.0,3.0,0.0,0,1,,atmlpfrs,xtkaffoo
15511,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,0.0,0,0,1.0,,
15512,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,3.0,1.0,2.0,5.0,5.0,1.0,1.0,0.0,0,1,,,
15513,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,0,0,,,
15514,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,0,1,1.0,fcxhlnwr,cmhcxjea
15515,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0,1,1.0,,
15516,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0,3.0,2.0,4.0,4.0,4.0,0.0,0.0,0,0,,,
15517,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,0,0,1.0,atmlpfrs,xtkaffoo
15518,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,4.0,4.0,5.0,4.0,2.0,1.0,0.0,1,1,1.0,fcxhlnwr,haliazsg
15519,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,5.0,4.0,2.0,2.0,1.0,0.0,0,1,1.0,ldnlellj,ukymxvdu
15520,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,4.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,0,1,,fcxhlnwr,cmhcxjea
15521,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,4.0,2.0,5.0,5.0,5.0,4.0,0.0,0.0,0,0,,saaquncn,vlluhbov
15522,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,3.0,3.0,1.0,4.0,3.0,1.0,1.0,0.0,0,0,,pxcmvdjn,xgwztkwe
15523,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,0.0,0,0,1.0,atmlpfrs,xtkaffoo
15524,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,,,,,4.0,2.0,1.0,4.0,2.0,2.0,,,0,1,,,
15525,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,5.0,2.0,1.0,0.0,0.0,0,1,1.0,,
15526,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,0,1,1.0,wxleyezf,xtkaffoo
15527,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,4.0,2.0,2.0,2.0,2.0,5.0,0.0,3.0,0,0,,wxleyezf,ukymxvdu
15528,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,0.0,0,1,0.0,,
15529,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1,1,1.0,wxleyezf,emcorrxb
15530,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,0,0,,nduyfdeo,xtkaffoo
15531,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,0,1,1.0,fcxhlnwr,xtkaffoo
15532,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0,0,0,1.0,atmlpfrs,mxkfnird
15533,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,2.0,0.0,0,1,1.0,wxleyezf,emcorrxb
15534,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,0.0,2.0,0,0,1.0,,
15535,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,0,0,0.0,,
15536,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,2.0,5.0,4.0,5.0,1.0,0.0,1,1,1.0,,
15537,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,4.0,4.0,5.0,5.0,0.0,0.0,0,1,,ldnlellj,kldqjyjy
15538,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,1,1,1.0,,
15539,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,5.0,,2.0,5.0,4.0,1.0,0.0,0.0,0,1,,xqicxuve,uqqtjvyb
15540,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,5.0,4.0,2.0,1.0,2.0,0,0,1.0,,
15541,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0,0,1.0,,
15542,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,4.0,2.0,4.0,5.0,2.0,1.0,1.0,0.0,0,1,,ldnlellj,ccgxvspp
15543,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,0,0,,,
15544,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,,,,,,1.0,1.0,0,0,,,
15545,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,5.0,4.0,1.0,1.0,0.0,1,1,1.0,,
15546,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,2.0,5.0,2.0,4.0,3.0,0.0,0,0,,,
15547,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,0,0,,,
15548,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,4.0,2.0,1.0,5.0,2.0,1.0,1.0,0.0,0,0,,,
15549,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,0.0,0,0,0.0,phxvnwax,qxajmpny
15550,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,0,0,1.0,,
15551,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,2.0,2.0,2.0,5.0,2.0,1.0,0.0,1.0,0,1,,atmlpfrs,vlluhbov
15552,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,0,1,,,
15553,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,2.0,4.0,4.0,4.0,2.0,0.0,0,1,,mfikgejo,hfxkjkmi
15554,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,5.0,2.0,2.0,0.0,1.0,1,1,1.0,,
15555,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,0.0,0.0,1,1,1.0,,
15556,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1,0,,,
15557,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0,1,1.0,,
15558,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,0,0,1.0,wxleyezf,bxpfxfdn
15559,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1,1,1.0,,
15560,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0,0,1,1.0,,
15561,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,0.0,2.0,0,1,1.0,fcxhlnwr,cmhcxjea
15562,2.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,,,1.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0,0,1.0,,
15563,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,,0.0,0.0,0.0,,5.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,0,0,,,
15564,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,5.0,5.0,1.0,1.0,0.0,0,1,1.0,,
15565,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,4.0,1.0,2.0,5.0,4.0,4.0,0.0,1.0,1,1,,fcxhlnwr,xtkaffoo
15566,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0,0,1.0,,
15567,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,2.0,4.0,4.0,4.0,2.0,0.0,0,1,,pxcmvdjn,xgwztkwe
15568,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,5.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,0,0,,,
15569,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0,0,1.0,pxcmvdjn,xgwztkwe
15570,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,0,0,,arjwrbjb,mxkfnird
